game_id,play_id,absolute_yardline_number,possession_team,defensive_team,team_coverage_type,pass_result,LOS,players,ball_field_zone,attack_plan,LSHC,RSHC,LSSHC,RSSHC,LF,RF,SM,MH,RO,LO,LDO,RDO,DM
2023090700,1001,109,KC,DET,COVER_0_MAN,C,109,13,Left Shallow SHC,"Left Flat, Right Flat, Right Flat, Shallow Middle",0,0,0,0,1,1,1,0,0,0,0,0,0
2023090700,1069,85,DET,KC,COVER_3_ZONE,C,35,12,Shallow Middle,"Left Flat, Left SHC, Middle Hook",1,0,0,0,1,0,0,1,0,0,0,0,0
2023090700,1154,71,DET,KC,COVER_3_ZONE,C,49,11,Left SHC,"Behind LOS, Left Deep Out",0,0,0,0,0,0,0,0,0,0,1,0,0
2023090700,1201,51,DET,KC,COVER_2_ZONE,C,69,11,Behind LOS,"Left SHC, Right SHC, Right SHC",1,1,0,0,0,0,0,0,0,0,0,0,0
2023090700,1300,37,DET,KC,COVER_3_ZONE,C,83,12,Behind LOS,"Left SHC, Right Flat, Right SHC, Right Shallow SHC",1,1,0,1,0,1,0,0,0,0,0,0,0
2023090700,1422,22,KC,DET,COVER_1_MAN,I,22,11,Right Deep Out,"Left Out, Middle Hook, Right Shallow SHC",0,0,0,1,0,0,0,1,0,1,0,0,0
2023090700,1494,64,DET,KC,COVER_3_ZONE,I,56,10,Left SHC,"Deep Middle, Left Shallow SHC",0,0,1,0,0,0,0,0,0,0,0,0,1
2023090700,1588,53,KC,DET,COVER_4_ZONE,I,53,13,Deep Middle,"Behind LOS, Deep Middle, Left Shallow SHC, Middle Hook",0,0,1,0,0,0,0,1,0,0,0,0,1
2023090700,1618,53,KC,DET,COVER_4_ZONE,C,53,13,Left Shallow SHC,"Left Flat, Middle Hook, Right SHC, Right Shallow SHC",0,1,0,1,1,0,0,1,0,0,0,0,0
2023090700,1679,46,KC,DET,COVER_2_ZONE,C,46,13,Deep Middle,"Behind LOS, Middle Hook, Right Deep Out, Right Flat",0,0,0,0,0,1,0,1,0,0,0,1,0
2023090700,1711,80,KC,DET,COVER_2_ZONE,C,80,13,Left Deep Out,"Behind LOS, Middle Hook, Right Out, Right Shallow SHC",0,0,0,1,0,0,0,1,1,0,0,0,0
2023090700,1741,106,KC,DET,COVER_0_MAN,C,106,13,Right Shallow SHC,"Behind LOS, Left Out, Left Shallow SHC, Shallow Middle",0,0,1,0,0,0,1,0,0,1,0,0,0
2023090700,1812,85,DET,KC,COVER_2_ZONE,C,35,12,Right Shallow SHC,"Left SHC, Left SHC, Right SHC",1,1,0,0,0,0,0,0,0,0,0,0,0
2023090700,1837,80,DET,KC,COVER_2_ZONE,C,40,13,Left Shallow SHC,"Deep Middle, Left SHC, Middle Hook, Right Shallow SHC",1,0,0,1,0,0,0,1,0,0,0,0,1
2023090700,1869,76,DET,KC,COVER_1_MAN,C,44,14,Shallow Middle,"Behind LOS, Deep Middle, Left Flat, Left SHC",1,0,0,0,1,0,0,0,0,0,0,0,1
2023090700,1940,68,DET,KC,COVER_2_ZONE,I,52,11,Right Out,"Right Deep Out, Right Flat",0,0,0,0,0,1,0,0,0,0,0,1,0
2023090700,2118,47,KC,DET,COVER_4_ZONE,I,47,13,Left Shallow SHC,"Left Flat, Middle Hook, Right Deep Out, Right SHC",0,1,0,0,1,0,0,1,0,0,0,1,0
2023090700,2141,47,KC,DET,COVER_4_ZONE,C,47,13,Right Shallow SHC,"Left Flat, Right Deep Out, Right Out, Shallow Middle",0,0,0,0,1,0,1,0,1,0,0,1,0
2023090700,2186,103,DET,KC,COVER_4_ZONE,I,17,12,Right Shallow SHC,"Behind LOS, Right Flat, Shallow Middle",0,0,0,0,0,1,1,0,0,0,0,0,0
2023090700,2261,103,DET,KC,COVER_1_MAN,C,17,13,Left Shallow SHC,"Behind LOS, Left Out, Left Out, Right Shallow SHC",0,0,0,1,0,0,0,0,0,1,0,0,0
2023090700,2306,52,KC,DET,COVER_2_ZONE,I,52,13,Left SHC,"Behind LOS, Left Flat, Left Out, Left Shallow SHC",0,0,1,0,1,0,0,0,0,1,0,0,0
2023090700,2364,56,KC,DET,COVER_4_ZONE,IN,56,13,Shallow Middle,"Behind LOS, Middle Hook, Right Out, Shallow Middle",0,0,0,0,0,0,1,1,1,0,0,0,0
2023090700,2435,35,KC,DET,COVER_2_ZONE,C,35,13,Behind LOS,"Behind LOS, Behind LOS, Deep Middle, Left Deep Out",0,0,0,0,0,0,0,0,0,0,1,0,1
2023090700,2487,45,KC,DET,COVER_4_ZONE,I,45,13,Deep Middle,"Behind LOS, Deep Middle, Left SHC, Shallow Middle",1,0,0,0,0,0,1,0,0,0,0,0,1
2023090700,2510,45,KC,DET,COVER_3_ZONE,C,45,13,Right Shallow SHC,"Left Flat, Left SHC, Left Shallow SHC, Right Flat",1,0,1,0,1,1,0,0,0,0,0,0,0
2023090700,2613,87,DET,KC,COVER_1_MAN,C,33,10,Middle Hook,"Behind LOS, Behind LOS, Deep Middle",0,0,0,0,0,0,0,0,0,0,0,0,1
2023090700,2825,32,KC,DET,COVER_2_ZONE,C,32,13,Behind LOS,"Left Flat, Left SHC, Right Deep Out, Right SHC",1,1,0,0,1,0,0,0,0,0,0,1,0
2023090700,2936,93,KC,DET,COVER_1_MAN,I,93,13,Shallow Middle,"Behind LOS, Left Flat, Middle Hook, Right Flat",0,0,0,0,1,1,0,1,0,0,0,0,0
2023090700,2959,93,KC,DET,COVER_2_ZONE,I,93,13,Shallow Middle,"Left Flat, Left SHC, Middle Hook, Shallow Middle",1,0,0,0,1,0,1,1,0,0,0,0,0
2023090700,3032,85,DET,KC,COVER_1_MAN,I,35,12,Right Flat,"Behind LOS, Left Flat, Right Shallow SHC, Shallow Middle",0,0,0,1,1,0,1,0,0,0,0,0,0
2023090700,3089,97,DET,KC,COVER_3_ZONE,C,23,13,Middle Hook,"Behind LOS, Left Deep Out, Left Shallow SHC, Right Shallow SHC",0,0,1,1,0,0,0,0,0,0,1,0,0
2023090700,3114,77,DET,KC,COVER_3_ZONE,I,43,13,Right Shallow SHC,"Right Deep Out, Right Flat, Right SHC, Right Shallow SHC",0,1,0,1,0,1,0,0,0,0,0,1,0
2023090700,3185,46,KC,DET,COVER_1_MAN,C,46,13,Right Shallow SHC,"Deep Middle, Left Flat, Right Out, Right SHC",0,1,0,0,1,0,0,0,1,0,0,0,1
2023090700,3233,50,KC,DET,COVER_3_ZONE,C,70,13,Behind LOS,"Deep Middle, Left SHC, Middle Hook, Right SHC",1,1,0,0,0,0,0,1,0,0,0,0,1
2023090700,3324,31,KC,DET,COVER_1_MAN,I,89,12,Behind LOS,"Left Deep Out, Left SHC, Middle Hook",1,0,0,0,0,0,0,1,0,0,1,0,0
2023090700,3461,33,DET,KC,COVER_2_ZONE,C,33,12,Left SHC,"Behind LOS, Deep Middle, Left SHC, Right Deep Out",1,0,0,0,0,0,0,0,0,0,0,1,1
2023090700,3486,51,DET,KC,COVER_4_ZONE,C,51,13,Behind LOS,"Behind LOS, Behind LOS, Right Deep Out, Right Shallow SHC",0,0,0,1,0,0,0,0,0,0,0,1,0
2023090700,3566,63,DET,KC,COVER_1_MAN,C,63,11,Right SHC,"Left SHC, Right Flat",1,0,0,0,0,1,0,0,0,0,0,0,0
2023090700,3674,85,KC,DET,COVER_3_ZONE,C,35,13,Left Flat,"Behind LOS, Behind LOS, Right Shallow SHC, Shallow Middle",0,0,0,1,0,0,1,0,0,0,0,0,0
2023090700,3912,65,KC,DET,COVER_3_ZONE,I,55,12,Right SHC,"Behind LOS, Deep Middle, Right Deep Out",0,0,0,0,0,0,0,0,0,0,0,1,1
2023090700,3971,75,KC,DET,COVER_3_ZONE,I,45,13,Shallow Middle,"Behind LOS, Left Deep Out, Left Flat, Right SHC",0,1,0,0,1,0,0,0,0,0,1,0,0
2023090700,3994,75,KC,DET,COVER_1_MAN,I,45,10,Right SHC,"Deep Middle, Left SHC, Right Shallow SHC",1,0,0,1,0,0,0,0,0,0,0,0,1
2023091000,185,66,CAR,ATL,COVER_3_ZONE,C,54,12,Middle Hook,"Left Flat, Left SHC, Left Shallow SHC, Right Shallow SHC",1,0,1,1,1,0,0,0,0,0,0,0,0
2023091000,661,102,CAR,ATL,COVER_6_ZONE,IN,18,13,Middle Hook,"Behind LOS, Left Out, Left SHC, Right Shallow SHC",1,0,0,1,0,0,0,0,0,1,0,0,0
2023091000,927,95,ATL,CAR,COVER_1_MAN,I,25,11,Left Shallow SHC,"Left Flat, Right Flat, Shallow Middle",0,0,0,0,1,1,1,0,0,0,0,0,0
2023091000,1046,95,ATL,CAR,COVER_6_ZONE,C,25,13,Right Shallow SHC,"Behind LOS, Left Shallow SHC, Right Shallow SHC, Shallow Middle",0,0,1,1,0,0,1,0,0,0,0,0,0
2023091000,1193,43,CAR,ATL,COVER_3_ZONE,C,43,13,Middle Hook,"Behind LOS, Left Shallow SHC, Right Deep Out, Right Shallow SHC",0,0,1,1,0,0,0,0,0,0,0,1,0
2023091000,1240,56,CAR,ATL,COVER_6_ZONE,C,56,13,Shallow Middle,"Middle Hook, Right Deep Out, Right Flat, Right Out",0,0,0,0,0,1,0,1,1,0,0,1,0
2023091000,1300,66,CAR,ATL,COVER_4_ZONE,C,66,13,Shallow Middle,"Behind LOS, Left SHC, Right SHC, Right Shallow SHC",1,1,0,1,0,0,0,0,0,0,0,0,0
2023091000,1325,69,CAR,ATL,COVER_1_MAN,C,69,13,Left Flat,"Behind LOS, Left Out, Left Shallow SHC, Middle Hook",0,0,1,0,0,0,0,1,0,1,0,0,0
2023091000,1382,90,CAR,ATL,COVER_4_ZONE,C,90,13,Left Shallow SHC,"Behind LOS, Deep Middle, Left Flat, Right Out",0,0,0,0,1,0,0,0,1,0,0,0,1
2023091000,1429,106,CAR,ATL,COVER_1_MAN,C,106,12,Right Flat,"Behind LOS, Shallow Middle, Shallow Middle",0,0,0,0,0,0,1,0,0,0,0,0,0
2023091000,1599,88,ATL,CAR,COVER_3_ZONE,C,32,11,Middle Hook,"Behind LOS, Middle Hook",0,0,0,0,0,0,0,1,0,0,0,0,0
2023091000,1697,27,CAR,ATL,COVER_4_ZONE,I,27,12,Left Out,"Right Flat, Right SHC, Right Shallow SHC",0,1,0,1,0,1,0,0,0,0,0,0,0
2023091000,1720,27,CAR,ATL,COVER_4_ZONE,I,27,12,Right Out,"Left Out, Middle Hook, Right SHC",0,1,0,0,0,0,0,1,0,1,0,0,0
2023091000,1743,27,CAR,ATL,COVER_2_ZONE,I,27,13,Middle Hook,"Behind LOS, Deep Middle, Left Out, Right Shallow SHC",0,0,0,1,0,0,0,0,0,1,0,0,1
2023091000,1837,78,ATL,CAR,COVER_3_ZONE,C,42,13,Behind LOS,"Left SHC, Left SHC, Right SHC, Shallow Middle",1,1,0,0,0,0,1,0,0,0,0,0,0
2023091000,1972,72,CAR,ATL,COVER_6_ZONE,C,48,13,Right Flat,"Behind LOS, Left Out, Middle Hook, Right Shallow SHC",0,0,0,1,0,0,0,1,0,1,0,0,0
2023091000,2101,43,CAR,ATL,COVER_3_ZONE,C,77,11,Right Shallow SHC,"Middle Hook, Right Out",0,0,0,0,0,0,0,1,1,0,0,0,0
2023091000,2207,35,ATL,CAR,COVER_3_ZONE,I,35,12,Middle Hook,"Left Flat, Left SHC, Right SHC",1,1,0,0,1,0,0,0,0,0,0,0,0
2023091000,2342,74,CAR,ATL,COVER_2_ZONE,C,46,13,Shallow Middle,"Behind LOS, Left Deep Out, Left Flat, Left SHC",1,0,0,0,1,0,0,0,0,0,1,0,0
2023091000,2389,70,CAR,ATL,COVER_1_MAN,IN,50,13,Middle Hook,"Behind LOS, Left Flat, Left Out, Left SHC",1,0,0,0,1,0,0,0,0,1,0,0,0
2023091000,2580,65,CAR,ATL,COVER_6_ZONE,C,55,13,Behind LOS,"Left Out, Middle Hook, Right Shallow SHC, Shallow Middle",0,0,0,1,0,0,1,1,0,1,0,0,0
2023091000,2793,63,ATL,CAR,COVER_3_ZONE,C,63,12,Right Flat,"Left Out, Right Shallow SHC, Shallow Middle",0,0,0,1,0,0,1,0,0,1,0,0,0
2023091000,3026,37,CAR,ATL,COVER_4_ZONE,C,37,13,Behind LOS,"Left Out, Middle Hook, Right Out, Right Shallow SHC",0,0,0,1,0,0,0,1,1,1,0,0,0
2023091000,3078,46,CAR,ATL,COVER_3_ZONE,I,46,13,Right Deep Out,"Deep Middle, Left Flat, Left Out, Right Flat",0,0,0,0,1,1,0,0,0,1,0,0,1
2023091000,3260,85,ATL,CAR,COVER_3_ZONE,C,35,11,Behind LOS,"Right Deep Out, Right SHC",0,1,0,0,0,0,0,0,0,0,0,1,0
2023091000,3369,11,CAR,ATL,COVER_6_ZONE,I,11,13,Behind LOS,"Left Shallow SHC, Right Out, Right Shallow SHC, Right Shallow SHC",0,0,1,1,0,0,0,0,1,0,0,0,0
2023091000,3421,13,CAR,ATL,COVER_1_MAN,I,13,12,Right Flat,"Left Out, Left SHC, Middle Hook",1,0,0,0,0,0,0,1,0,1,0,0,0
2023091000,3486,65,ATL,CAR,COVER_3_ZONE,C,55,12,Right Shallow SHC,"Left Flat, Left Shallow SHC, Shallow Middle",0,0,1,0,1,0,1,0,0,0,0,0,0
2023091000,3533,51,ATL,CAR,COVER_1_MAN,C,69,11,Right Deep Out,"Behind LOS, Middle Hook",0,0,0,0,0,0,0,1,0,0,0,0,0
2023091000,3886,40,CAR,ATL,COVER_6_ZONE,C,40,13,Behind LOS,"Deep Middle, Middle Hook, Right Flat, Right Out",0,0,0,0,0,1,0,1,1,0,0,0,1
2023091000,3916,51,CAR,ATL,COVER_4_ZONE,C,51,13,Left Flat,"Left Deep Out, Middle Hook, Right Flat, Right Shallow SHC",0,0,0,1,0,1,0,1,0,0,1,0,0
2023091000,4107,67,CAR,ATL,COVER_2_MAN,C,67,13,Left Flat,"Left Out, Left Out, Middle Hook, Right Shallow SHC",0,0,0,1,0,0,0,1,0,1,0,0,0
2023091000,4155,72,CAR,ATL,COVER_1_MAN,C,72,11,Shallow Middle,"Left SHC, Right Out, Shallow Middle",1,0,0,0,0,0,1,0,1,0,0,0,0
2023091001,166,22,BAL,HOU,COVER_3_ZONE,C,22,13,Behind LOS,"Behind LOS, Behind LOS, Middle Hook, Shallow Middle",0,0,0,0,0,0,1,1,0,0,0,0,0
2023091001,284,68,HOU,BAL,COVER_0_MAN,C,52,13,Behind LOS,"Left Shallow SHC, Right SHC, Right SHC, Shallow Middle",0,1,1,0,0,0,1,0,0,0,0,0,0
2023091001,407,82,BAL,HOU,COVER_3_ZONE,C,82,12,Behind LOS,"Right Flat, Right Flat, Shallow Middle",0,0,0,0,0,1,1,0,0,0,0,0,0
2023091001,532,94,BAL,HOU,COVER_1_MAN,IN,94,10,Behind LOS,"Left Out, Middle Hook, Right SHC",0,1,0,0,0,0,0,1,0,1,0,0,0
2023091001,559,95,HOU,BAL,COVER_1_MAN,I,25,13,Right Flat,"Left Out, Left SHC, Right SHC, Shallow Middle",1,1,0,0,0,0,1,0,0,1,0,0,0
2023091001,893,78,BAL,HOU,COVER_2_ZONE,C,78,13,Left Out,"Left Flat, Right Flat, Right SHC, Shallow Middle",0,1,0,0,1,1,1,0,0,0,0,0,0
2023091001,1042,82,HOU,BAL,COVER_4_ZONE,I,38,12,Left SHC,"Behind LOS, Left Deep Out, Right Shallow SHC",0,0,0,1,0,0,0,0,0,0,1,0,0
2023091001,1065,82,HOU,BAL,COVER_6_ZONE,C,38,13,Behind LOS,"Left Shallow SHC, Middle Hook, Right Out, Right Shallow SHC",0,0,1,1,0,0,0,1,1,0,0,0,0
2023091001,1232,60,BAL,HOU,COVER_2_ZONE,C,60,12,Left Shallow SHC,"Left Deep Out, Left Deep Out, Right SHC",0,1,0,0,0,0,0,0,0,0,1,0,0
2023091001,1368,34,HOU,BAL,COVER_1_MAN,C,34,13,Shallow Middle,"Behind LOS, Left Out, Left Shallow SHC, Right Out",0,0,1,0,0,0,0,0,1,1,0,0,0
2023091001,1470,57,HOU,BAL,COVER_4_ZONE,C,57,11,Left Shallow SHC,"Behind LOS, Left Deep Out, Left SHC",1,0,0,0,0,0,0,0,0,0,1,0,0
2023091001,1517,63,HOU,BAL,COVER_2_ZONE,C,63,12,Right Shallow SHC,"Left Out, Middle Hook, Right SHC",0,1,0,0,0,0,0,1,0,1,0,0,0
2023091001,1549,70,HOU,BAL,COVER_1_MAN,C,70,12,Right Flat,"Left Out, Left SHC, Left Shallow SHC, Shallow Middle",1,0,1,0,0,0,1,0,0,1,0,0,0
2023091001,1574,75,HOU,BAL,COVER_6_ZONE,C,75,13,Right SHC,"Behind LOS, Behind LOS, Behind LOS, Left SHC",1,0,0,0,0,0,0,0,0,0,0,0,0
2023091001,1797,66,BAL,HOU,COVER_0_MAN,I,54,9,Right Flat,"Left SHC, Left Shallow SHC, Shallow Middle",1,0,1,0,0,0,1,0,0,0,0,0,0
2023091001,1948,44,HOU,BAL,COVER_1_MAN,C,44,13,Right Flat,"Left Out, Left Shallow SHC, Middle Hook, Right Shallow SHC",0,0,1,1,0,0,0,1,0,1,0,0,0
2023091001,1980,54,HOU,BAL,COVER_6_ZONE,C,54,11,Left Flat,"Behind LOS, Left SHC, Right Flat, Right SHC",1,1,0,0,0,1,0,0,0,0,0,0,0
2023091001,2033,73,HOU,BAL,COVER_3_ZONE,I,73,13,Behind LOS,"Left Out, Middle Hook, Right SHC, Shallow Middle",0,1,0,0,0,0,1,1,0,1,0,0,0
2023091001,2151,83,HOU,BAL,COVER_3_ZONE,C,83,14,Right Shallow SHC,"Left SHC, Left Shallow SHC, Middle Hook, Right Out",1,0,1,0,0,0,0,1,1,0,0,0,0
2023091001,2351,39,BAL,HOU,COVER_3_ZONE,C,39,12,Right Out,"Left Flat, Left SHC, Right Flat",1,0,0,0,1,1,0,0,0,0,0,0,0
2023091001,2432,64,BAL,HOU,COVER_1_MAN,C,64,10,Behind LOS,"Left Shallow SHC, Middle Hook, Right Out",0,0,1,0,0,0,0,1,1,0,0,0,0
2023091001,2469,83,BAL,HOU,COVER_2_ZONE,C,83,12,Middle Hook,"Deep Middle, Left Out, Right Flat, Right Shallow SHC",0,0,0,1,0,1,0,0,0,1,0,0,1
2023091001,2759,83,HOU,BAL,COVER_6_ZONE,C,37,13,Right SHC,"Behind LOS, Left Out, Left Shallow SHC, Middle Hook",0,0,1,0,0,0,0,1,0,1,0,0,0
2023091001,3086,77,HOU,BAL,COVER_1_MAN,C,43,14,Shallow Middle,"Behind LOS, Left Out, Left Shallow SHC, Right Flat",0,0,1,0,0,1,0,0,0,1,0,0,0
2023091001,3111,63,HOU,BAL,COVER_3_ZONE,C,57,11,Left Flat,"Left SHC, Right Out, Right Shallow SHC",1,0,0,1,0,0,0,0,1,0,0,0,0
2023091001,3302,33,BAL,HOU,COVER_3_ZONE,C,33,12,Left Flat,"Middle Hook, Right Flat, Shallow Middle",0,0,0,0,0,1,1,1,0,0,0,0,0
2023091001,3383,38,HOU,BAL,COVER_4_ZONE,C,82,13,Right Flat,"Deep Middle, Left Shallow SHC, Right Out, Right Shallow SHC",0,0,1,1,0,0,0,0,1,0,0,0,1
2023091001,3514,91,HOU,BAL,COVER_4_ZONE,I,91,13,Left Shallow SHC,"Left Flat, Left Out, Right Flat, Right Out",0,0,0,0,1,1,0,0,1,1,0,0,0
2023091001,3879,31,HOU,BAL,COVER_3_ZONE,I,31,12,Left Out,"Left Shallow SHC, Right Flat, Right Out",0,0,1,0,0,1,0,0,1,0,0,0,0
2023091001,3902,31,HOU,BAL,COVER_1_MAN,C,31,11,Right Shallow SHC,"Left Out, Left Shallow SHC, Right Shallow SHC",0,0,1,1,0,0,0,0,0,1,0,0,0
2023091001,4018,48,BAL,HOU,COVER_1_MAN,C,72,12,Left Deep Out,"Behind LOS, Right Flat, Right Flat",0,0,0,0,0,1,0,0,0,0,0,0,0
2023091001,4191,35,HOU,BAL,COVER_6_ZONE,C,35,13,Left Flat,"Deep Middle, Left Deep Out, Right Flat, Shallow Middle",0,0,0,0,0,1,1,0,0,0,1,0,1
2023091001,4216,41,HOU,BAL,COVER_1_MAN,I,41,11,Middle Hook,"Behind LOS, Left Out, Right Flat",0,0,0,0,0,1,0,0,0,1,0,0,0
2023091001,4239,41,HOU,BAL,COVER_6_ZONE,C,41,13,Left Out,"Left Shallow SHC, Middle Hook, Right Out, Right Shallow SHC",0,0,1,1,0,0,0,1,1,0,0,0,0
2023091001,4322,65,HOU,BAL,COVER_6_ZONE,I,65,13,Right Shallow SHC,"Behind LOS, Left Flat, Left Out, Right SHC",0,1,0,0,1,0,0,0,0,1,0,0,0
2023091001,4392,62,HOU,BAL,COVER_0_MAN,I,62,9,Behind LOS,"Left Out, Middle Hook, Right Out",0,0,0,0,0,0,0,1,1,1,0,0,0
2023091001,4564,25,HOU,BAL,COVER_6_ZONE,C,25,13,Left Shallow SHC,"Behind LOS, Left Out, Right Flat, Right Out",0,0,0,0,0,1,0,0,1,1,0,0,0
2023091001,4589,34,HOU,BAL,COVER_0_MAN,C,34,10,Left Flat,"Left SHC, Right Flat, Shallow Middle",1,0,0,0,0,1,1,0,0,0,0,0,0
2023091001,4614,40,HOU,BAL,COVER_6_ZONE,C,40,13,Behind LOS,"Left Out, Right Shallow SHC, Shallow Middle, Shallow Middle",0,0,0,1,0,0,1,0,0,1,0,0,0
2023091001,4639,41,HOU,BAL,COVER_4_ZONE,I,41,13,Left Shallow SHC,"Behind LOS, Right SHC, Right Shallow SHC, Shallow Middle",0,1,0,1,0,0,1,0,0,0,0,0,0
2023091001,4662,41,HOU,BAL,COVER_4_ZONE,C,41,13,Left Shallow SHC,"Deep Middle, Left Flat, Right Deep Out, Right Shallow SHC",0,0,0,1,1,0,0,0,0,0,0,1,1
2023091002,110,46,CIN,CLE,COVER_3_ZONE,C,46,13,Left Flat,"Behind LOS, Left SHC, Middle Hook, Right Out",1,0,0,0,0,0,0,1,1,0,0,0,0
2023091002,319,88,CLE,CIN,COVER_3_ZONE,C,32,13,Left Shallow SHC,"Left Deep Out, Left Deep Out, Left Out, Right Out",0,0,0,0,0,0,0,0,1,1,1,0,0
2023091002,444,33,CIN,CLE,COVER_1_MAN,I,33,13,Behind LOS,"Behind LOS, Left Flat, Right Shallow SHC, Shallow Middle",0,0,0,1,1,0,1,0,0,0,0,0,0
2023091002,767,26,CIN,CLE,COVER_1_MAN,C,26,10,Shallow Middle,"Left Flat, Left Shallow SHC, Right Flat",0,0,1,0,1,1,0,0,0,0,0,0,0
2023091002,819,67,CLE,CIN,COVER_1_MAN,C,53,12,Left Flat,"Deep Middle, Left Deep Out, Left Out",0,0,0,0,0,0,0,0,0,1,1,0,1
2023091002,975,86,CLE,CIN,COVER_1_MAN,I,86,12,Left Shallow SHC,"Right Flat, Right Shallow SHC, Shallow Middle, Shallow Middle",0,0,0,1,0,1,1,0,0,0,0,0,0
2023091002,1048,93,CIN,CLE,COVER_3_ZONE,I,27,13,Behind LOS,"Left Out, Right Flat, Right Out, Right Shallow SHC",0,0,0,1,0,1,0,0,1,1,0,0,0
2023091002,1071,93,CIN,CLE,COVER_1_MAN,I,27,12,Shallow Middle,"Behind LOS, Left Out, Left Shallow SHC, Right SHC",0,1,1,0,0,0,0,0,0,1,0,0,0
2023091002,1209,47,CLE,CIN,COVER_3_ZONE,C,47,12,Right Flat,"Behind LOS, Behind LOS, Left Flat",0,0,0,0,1,0,0,0,0,0,0,0,0
2023091002,1260,53,CLE,CIN,COVER_0_MAN,I,53,9,Right Deep Out,"Left Out, Right SHC",0,1,0,0,0,0,0,0,0,1,0,0,0
2023091002,1412,48,CIN,CLE,COVER_1_MAN,I,72,11,Right Deep Out,"Left SHC, Middle Hook, Right Flat",1,0,0,0,0,1,0,1,0,0,0,0,0
2023091002,1464,30,CLE,CIN,COVER_3_ZONE,C,30,12,Behind LOS,"Behind LOS, Behind LOS, Left Deep Out, Left SHC",1,0,0,0,0,0,0,0,0,0,1,0,0
2023091002,1540,49,CLE,CIN,COVER_3_ZONE,I,49,11,Middle Hook,"Behind LOS, Left Deep Out, Right Flat",0,0,0,0,0,1,0,0,0,0,1,0,0
2023091002,1832,56,CLE,CIN,COVER_2_ZONE,I,56,13,Right Out,"Left Flat, Left SHC, Middle Hook, Right Flat",1,0,0,0,1,1,0,1,0,0,0,0,0
2023091002,1974,87,CIN,CLE,COVER_1_MAN,I,33,10,Left Out,"Left SHC, Left Shallow SHC, Right Out",1,0,1,0,0,0,0,0,1,0,0,0,0
2023091002,2039,62,CLE,CIN,COVER_2_ZONE,I,62,12,Right SHC,"Left Out, Left Shallow SHC, Middle Hook, Right Out",0,0,1,0,0,0,0,1,1,1,0,0,0
2023091002,2095,62,CLE,CIN,COVER_3_ZONE,C,62,13,Left Flat,"Middle Hook, Right Out, Right SHC, Shallow Middle",0,1,0,0,0,0,1,1,1,0,0,0,0
2023091002,2127,73,CLE,CIN,COVER_6_ZONE,C,73,13,Right Out,"Left Out, Middle Hook, Right SHC, Shallow Middle",0,1,0,0,0,0,1,1,0,1,0,0,0
2023091002,2179,91,CLE,CIN,COVER_3_ZONE,C,91,13,Left Shallow SHC,"Left Out, Middle Hook, Right Out, Right Shallow SHC",0,0,0,1,0,0,0,1,1,1,0,0,0
2023091002,2211,97,CLE,CIN,COVER_3_ZONE,I,97,13,Left Out,"Left SHC, Middle Hook, Right Out, Right SHC",1,1,0,0,0,0,0,1,1,0,0,0,0
